date,CASH,AGCO,BMI,SKY,CVLT,EHC,INMD,PSR,KBWR,PSCC,PSCH,PSCI,PSCT,PSCM,PSCU,RSPG,RSPF,MITK,NXT,PATK,PECO,PUBM,STEP,ENSG,MODG,WINA
2025-02-21,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-02-22,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-02-23,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-02-24,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-02-25,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-02-26,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-02-27,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-02-28,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-01,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-02,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-03,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-04,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-05,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-06,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-07,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-08,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-09,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-10,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-11,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-12,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-13,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-14,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-15,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-16,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-17,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-18,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-19,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-20,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-21,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-22,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-23,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-24,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-25,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-26,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-27,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-28,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-29,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-30,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-03-31,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-01,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-02,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-03,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-04,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-05,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-06,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-07,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-08,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-09,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-10,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-11,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-12,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-13,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-14,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-15,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-16,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-17,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-18,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-19,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-20,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-21,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-22,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-23,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-24,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-25,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-26,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-27,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-28,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-29,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-04-30,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-01,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-02,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-03,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-04,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-05,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-06,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-07,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-08,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-09,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-10,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-11,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-12,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-13,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-14,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-15,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-16,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-17,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-18,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-19,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-20,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-21,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-22,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-23,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-24,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-25,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-26,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-27,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-28,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-29,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-30,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-05-31,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-01,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-02,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-03,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-04,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-05,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-06,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-07,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-08,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-09,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-10,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-11,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-12,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-13,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
2025-06-14,66121.67,180.0,100.0,500.0,178.0,425.0,1250.0,616.0,1226.0,1242.0,1680.0,933.0,2865.0,511.0,266.5,650.0,744.0,2330.0,450.0,462.0,580.0,1225.0,1495.0,325.0,1278.0,38.0
